ID;total_price;Customer_id;Product_id;Date_id
424;309,29;7307;80;287
425;145,13;100;24;261
426;58,61;5748;24;304
427;19,85;3319;183;331
428;94,9;2529;144;451
429;93,85;3641;277;477
430;265,36;3669;24;517
431;116,61;8822;41;400
432;193,53;5315;183;349
433;219,12;460;41;148
434;108,86;5080;36;245
435;132,59;7203;154;312
436;155,05;8360;189;58
437;36,71;8256;272;185
438;56,15;172;50;221
439;56,15;5402;50;221
440;56,15;10027;50;221
441;56,15;3373;50;221
442;56,12;4483;167;88
443;44,69;1564;167;301
444;300,55;2292;189;405
445;30,13;4949;74;485
446;119,48;3238;344;364
447;66,67;1642;203;299
448;66,67;10074;203;299
449;74,41;2634;257;415
450;128,65;5299;201;465
451;97,43;2339;189;459
452;54;10264;303;358
453;262,24;1277;74;268
454;458,94;2278;88;351
455;47,72;2122;154;467
456;251,59;8886;257;194
457;691,49;616;154;114
458;71,84;1373;24;386
459;71,84;8395;24;386
460;144,63;1694;188;164
461;144,29;10020;136;241
462;186,1;7997;188;487
463;64,44;3534;41;471
464;64,44;4445;41;471
465;37,86;10384;137;430
466;84,6;4611;188;352
467;86,7;1987;188;352
468;112,13;2261;188;224
469;43;4668;167;233
470;207,98;5824;201;111
471;411,63;5666;219;222
472;136,46;3376;24;170
473;42,09;2219;272;301
474;69,69;4753;24;512
475;105,5;3360;201;341
476;920,2;1780;24;424
477;137,28;5375;203;126
478;296,71;9522;36;128
479;74,16;4226;183;199
480;297,2;2438;80;394
481;265,98;9989;189;186
482;54,32;7408;277;383
483;54,32;3492;277;383
484;99,9;5692;189;427
485;23,28;1479;201;406
486;126,26;4032;24;196
487;23,1;5373;167;358
488;258,25;4641;197;407
489;30,1;3469;201;265
490;46,78;6519;89;221
491;217,4;8522;36;433
492;70,83;5226;189;351
493;74,28;4913;167;388
494;117,08;4013;277;208
495;35,56;5480;89;505
496;31,3;4291;89;505
497;126,46;101;136;481
498;87,83;4491;203;424
499;87,83;3660;203;424
500;62,38;3233;203;357
501;203,41;6912;201;128
502;519,16;3660;140;343
503;114,84;6932;167;376
504;94,83;9659;41;524
505;33,32;9980;98;35
506;58,55;313;277;235
507;58,61;3347;277;235
508;58,61;3296;277;235
509;53,9;10086;203;429
510;53,9;2287;203;429
511;37,09;3458;272;295
512;112,89;6617;303;264
513;58,87;3258;303;404
514;65,1;2713;140;351
515;72,35;1383;277;430
516;97,22;10117;145;277
517;92,8;6087;24;254
518;42,79;3275;154;131
519;1901,62;3860;203;122
520;30,51;8802;183;91
521;254,7;5734;41;362
522;128,46;10242;203;270
523;413,31;6029;80;78
524;107,78;3983;24;287
525;107,78;8321;24;287
526;99,35;10155;277;246
527;37,16;8149;188;483
528;76,87;8570;201;460
529;90,73;3100;41;161
530;108,2;6490;154;418
531;122,97;3135;188;265
532;21,77;6165;80;271
533;20,28;644;136;181
534;20,28;5825;136;181
535;46,31;4387;36;440
536;27,86;4998;203;108
537;86,35;2708;24;511
538;112,35;3859;24;511
539;178,21;5993;188;503
540;116,94;3251;36;268
541;32,61;7871;188;43
542;37,09;4360;24;338
543;204,7;5790;154;346
544;123,01;3649;183;158
545;74,63;5417;24;513
546;156,64;5028;36;301
547;46,72;4303;136;407
548;201,58;5184;201;181
549;201,58;4365;201;181
550;111,89;9801;154;184
551;31,71;4461;80;191
552;46,72;7126;41;191
553;523,72;6700;189;501
554;39,1;3499;24;327
555;78,21;2931;183;385
556;78,21;3892;183;385
557;78,21;5421;183;385
558;78,21;6624;183;385
559;17,38;2672;183;211
560;17,38;2768;183;211
561;17,38;5639;183;211
562;17,38;1790;183;211
563;17,38;9060;183;211
564;151,14;7909;24;463
565;37,88;3199;60;424
566;38,14;6243;201;472
567;158,75;6730;89;508
568;135,62;1388;80;434
569;42,69;3938;201;276
570;42,69;6313;201;276
571;28,5;6717;167;346
572;94,3;4617;24;349
573;148,24;1041;201;100
574;45,77;4505;272;339
575;94,3;4158;189;295
576;240,41;5462;106;436
577;32,59;3392;189;229
578;185,71;4272;136;71
579;168,8;6035;136;71
580;225,19;2296;272;511
581;647,54;4119;154;235
582;167,45;2857;106;334
583;23,78;9501;188;322
584;242,11;2171;88;466
585;31,22;3336;272;466
586;121,87;7134;89;280
587;44,3;3256;189;501
588;168,27;4981;154;345
589;69,16;4729;24;445
590;319,44;5547;80;99
591;237,98;5188;72;37
592;237,98;5620;72;37
593;62,8;4474;183;251
594;125,44;865;277;232
595;83,15;8499;272;156
596;124,8;9922;277;62
597;47,6;2096;201;199
598;22,78;9934;5;292
599;246,36;2712;144;169
600;89,75;2008;277;471
601;37,77;6010;272;357
602;235,13;3468;24;158
603;67,77;9397;188;150
604;127,87;5168;41;429
605;162,55;4452;24;388
606;158,2;8980;183;131
607;161,68;9329;123;416
608;112,89;3622;154;105
609;321,58;1798;197;343
610;321,58;3174;197;343
611;147,64;9508;154;100
612;415,96;9384;88;331
613;60,85;6378;189;224
614;146,57;2803;106;296
615;71,05;6353;201;251
616;62,19;8787;277;20
617;52,78;1515;272;235
618;37,77;2208;154;346
619;103,42;79;41;454
620;95,2;470;277;326
621;37,23;4243;201;495
622;42,77;9050;20;173
623;81,16;8436;183;164
624;103,75;5956;24;222
625;84,32;6078;277;425
626;243,11;5370;189;389
627;163,81;8556;183;262
628;46;1112;183;262
629;48,69;6221;201;175
630;97,75;5593;183;178
631;111,7;4139;183;178
632;53,68;3160;41;321
633;51,11;8147;201;208
634;51,11;3578;201;208
635;75,07;731;24;311
636;69,24;7611;201;312
637;57,19;3010;66;439
638;57,19;3178;66;439
639;14,89;5184;188;397
640;14,89;8669;188;397
641;105,24;5450;144;140
642;92,23;2943;144;140
643;40,27;3998;201;463
644;87,3;2258;277;382
645;64,14;6341;272;362
646;251,29;9461;188;289
647;185,86;3875;231;377
648;67,5;7073;203;327
649;34,8;263;24;284
650;34,8;8980;24;284
651;173,74;8860;98;81
652;62,31;1530;41;503
653;212,25;3453;24;485
654;30;2009;277;298
655;72,14;498;80;128
656;91,16;9989;183;223
657;47,76;9959;188;264
658;47,76;64;188;264
659;60,01;4034;154;259
660;48,21;7062;60;472
661;65,84;1124;154;190
662;109,4;4180;136;478
663;149,8;1409;41;516
664;169,6;9679;41;516
665;75,08;724;188;403
666;208;3250;201;334
667;114,65;9702;140;280
668;168,36;5731;80;294
669;167,86;2225;106;521
670;153,07;9831;154;204
671;445,57;3006;136;467
672;445,57;3103;136;467
673;267,93;9558;108;464
674;170,29;9756;5;500
675;56,97;6070;201;467
676;209,49;2227;201;446
677;114,84;7239;167;328
678;85,57;10026;277;224
679;596,95;4728;219;451
680;72,75;4414;24;288
681;421,61;3214;272;506
682;58;5316;80;309
683;378,91;5819;277;323
684;188,4;3080;183;358
685;163,24;1824;201;325
686;163,13;8489;41;434
687;65,71;223;80;283
688;55,04;2926;188;394
689;101;3627;201;401
690;368,52;772;36;275
691;83,69;2036;89;204
692;134,4;2868;303;94
693;113,71;4529;41;190
694;54,32;7274;277;435
695;54,32;3678;277;435
696;267,99;6416;189;260
697;167,81;7067;309;296
698;107,41;4243;24;459
699;167,23;7298;344;396
700;66,11;8898;201;134
701;764,52;5382;108;98
702;78,78;485;277;404
703;603,5;5466;203;87
704;603,5;4475;203;87
705;603,5;1629;203;87
706;118,73;7225;251;501
707;198,1;1362;183;466
708;207,25;9052;72;418
709;314,34;3245;272;235
710;177,24;10072;189;343
711;20,61;7871;136;455
712;220,44;8088;276;134
713;200,89;4218;276;134
714;50,09;21;272;339
715;58;1295;183;343
716;79,35;2990;277;296
717;79,35;2632;277;296
718;54,37;7596;80;512
719;122,62;7363;89;375
720;21,15;9901;201;234
721;327,28;7541;80;51
722;55,6;7192;194;277
723;103,69;6157;188;493
724;499,69;9514;296;375
725;148,51;4583;108;424
726;98,2;9985;136;458
727;98,2;8376;136;458
728;129,73;108;123;394
729;194,97;5261;344;491
730;66,16;8024;24;141
731;69,68;6874;183;141
732;76,66;8175;203;300
733;121,09;1823;41;337
734;95,31;3355;183;383
735;129,76;2074;41;383
736;87,18;1716;183;476
737;125,52;6199;36;332
738;48,87;154;41;507
739;55;4978;123;375
740;64,77;10003;183;164
741;42,78;2349;277;385
742;59,24;3241;201;331
743;651,56;4164;9;326
744;162,82;2327;36;283
745;135,51;5945;24;350
746;59,12;6478;41;23
747;226,56;935;72;362
748;226,56;7378;72;362
749;226,56;91;72;362
750;69,31;7649;277;63
751;69,31;4405;277;63
752;67,43;2899;222;317
753;176,36;10011;41;150
754;52,59;1994;24;143
755;121,4;988;136;86
756;36,15;2132;272;395
757;37,09;1353;24;369
758;37,09;3499;24;369
759;384,66;6714;188;525
760;172,62;125;108;359
761;102,03;10009;24;133
762;102,03;3507;24;133
763;110,83;6343;203;381
764;32,69;6010;24;192
765;352,98;2584;188;73
766;31,7;6303;272;515
767;135,59;8839;239;475
768;128,1;1853;89;165
769;95,64;9697;41;300
770;33;3534;167;229
771;71,8;4169;89;100
772;257,43;597;201;295
773;87,84;9393;272;259
774;96,7;1;24;371
775;54,12;1741;151;393
776;62,41;6472;203;295
777;24,68;1089;272;138
778;301,35;7306;239;401
779;76,76;2450;41;206
780;27,77;9558;272;199
781;106,87;420;106;343
782;427,11;3989;195;259
783;427,11;6498;195;259
784;145,2;7307;303;175
785;47,49;5397;201;398
786;53,54;1617;24;460
787;106,6;7905;272;209
788;106,6;8090;272;209
789;85,24;9059;203;495
790;38,5;4357;106;493
791;138,78;2328;106;526
792;88,26;6490;188;235
793;122,62;4206;24;355
794;33;8867;272;217
795;376,29;8555;64;187
796;34,69;1952;167;241
797;89,62;8419;24;412
798;247,74;7010;24;518
799;47,54;6159;188;478
800;149,1;6520;72;277
801;31,88;4237;167;381
802;67,21;8903;167;406
803;273,88;2596;277;128
804;166,11;7036;108;391
805;91,23;615;201;125
806;61,59;363;183;346
807;169,76;9729;24;204
808;84,78;8671;188;477
809;45,01;167;24;283
810;173,53;5824;41;411
811;89,6;4457;277;520
812;105,64;3247;116;216
813;105,64;4105;116;216
814;170,2;4201;189;409
815;141,28;890;72;55
816;48,7;4252;140;251
817;57,5;9418;277;141
818;57,5;1969;277;141
819;186,62;9546;116;191
820;23,87;7767;202;405
821;131,3;4390;277;357
822;65,99;3710;80;425
823;201,49;10292;188;295
824;96,3;515;183;235
825;110,69;2909;188;274
826;61,75;2580;277;196
827;61,75;3706;277;196
828;67,83;8797;189;424
829;33,1;4445;183;334
830;37,82;8011;183;476
831;64,09;1538;272;143
832;32,38;2063;167;351
833;32,38;3475;167;351
834;163,78;3153;24;416
835;39,15;8794;108;363
836;61;7440;41;276
837;116,36;2796;41;340
838;303,11;4474;74;91
839;64,93;4429;203;87
840;152,1;8981;106;515
841;63,64;758;89;400
842;43,86;9876;60;117
843;133,12;10199;72;314
844;67,22;566;210;436
845;96,65;8414;189;470
846;233,13;721;183;274
847;165,3;4405;203;353
848;74,49;2179;80;30
849;114,79;2959;145;520
850;68,19;2663;106;440
851;56,38;9662;303;389
852;220,49;4472;188;485
853;87,62;5948;41;483
854;344,7;5825;188;428
855;87,64;2153;24;321
856;45;6736;41;352
857;66,25;5626;216;238
858;51,63;10165;24;307
859;137,27;1709;183;442
860;218,91;5002;41;431
861;66,06;2812;24;339
862;45;5712;188;329
863;108,73;2531;277;247
864;58,38;4357;277;176
865;119,18;8046;41;442
866;1342,63;3328;188;521
867;128,89;6667;116;499
868;42,97;9601;188;523
869;48,62;6177;41;175
870;66,64;4301;203;295
871;66,64;839;203;295
872;58,37;5692;136;516
873;42,27;7774;116;224
874;1826,34;8854;41;141
875;74,67;4173;80;192
876;71,82;3682;309;377
877;20,45;6338;272;369
878;26,29;8010;272;518
879;47,29;7763;203;475
880;116,74;366;203;180
881;51,81;1844;123;45
882;90,36;597;183;298
883;157,65;2223;72;352
884;293,98;6665;189;425
885;213,3;1008;188;447
886;143,98;8121;36;483
887;40,88;1547;183;460
888;163,79;5227;108;321
889;76,38;8387;188;413
890;21,41;6172;140;295
891;112,34;3897;41;168
892;344,32;6600;227;156
893;112,89;1962;303;304
894;579,35;221;188;370
895;117,35;5377;116;288
896;117,35;6907;116;288
897;117,35;8497;116;288
898;39,1;4761;136;300
899;58,24;3688;277;320
900;58,24;8986;285;320
901;118,83;424;219;512
902;159,06;6632;72;97
903;77,53;216;9;523
904;91,53;6242;144;458
905;117,85;4589;24;299
906;155,99;2771;24;381
907;155,99;2049;24;381
908;50,01;215;36;259
909;260,73;3202;36;4
910;260,73;3279;36;4
911;188,94;234;136;239
912;66,03;7610;136;9
913;97,89;3410;189;376
914;534,36;1399;36;295
915;51,09;3280;285;272
916;51,09;3351;285;272
917;51,09;3327;285;272
918;61,8;7169;24;179
919;40,09;10256;272;316
920;48,69;5839;116;161
921;49,63;7786;183;311
922;97,26;3563;285;496
923;68,87;9296;188;389
924;37;3180;123;254
925;61,52;2909;108;410
926;1017,63;4199;272;400
927;59,87;8000;219;495
928;62,98;2353;188;519
929;112,09;2639;24;471
930;113,72;2866;41;380
931;120,82;9951;116;464
932;105,66;3039;24;355
933;52,39;3361;175;457
934;112,71;4237;106;334
935;70,04;1291;136;457
936;106,38;3247;188;337
937;43,61;6153;5;463
938;43,17;868;203;523
939;86,02;6311;188;75
940;118,23;1534;167;433
941;648,77;9458;188;517
942;171,89;3074;72;404
943;54,14;6738;188;278
944;146,13;5999;285;511
945;47,75;6451;41;347
946;106,53;9585;183;392
947;163,65;6021;108;281
948;69,59;2033;285;376
949;84,69;3498;272;132
950;126,55;1707;123;415
951;62,15;4391;123;415
952;129,66;5714;123;415
953;326,62;5477;72;163
954;75,17;2841;285;158
955;82,84;25;183;403
956;112,09;6485;108;105
957;82,25;4058;106;306
958;131,49;1302;106;306
959;171,44;4140;24;323
960;162,75;3456;41;242
961;19,64;5182;167;394
962;54,29;2629;80;388
963;113,5;4717;116;394
964;56,84;7194;41;287
965;85,74;2461;41;334
966;223,99;6736;303;470
967;163,98;578;203;463
968;101,3;4432;116;373
969;189,69;6246;189;460
970;135,49;10001;80;371
971;85,52;4653;106;410
972;35,5;6257;24;416
973;35,5;3621;24;416
974;310,74;6257;24;252
975;343,03;9624;24;252
976;132,23;10190;24;252
977;153,72;6238;24;252
978;368,75;8895;36;179
979;130,1;1294;189;337
980;46,2;5497;136;482
981;61,01;3100;24;270
982;135,08;1932;203;306
983;173,88;4854;116;423
984;203,02;3467;136;403
985;35,45;1531;272;511
986;114,02;6027;72;452
987;371,23;1297;24;344
988;44,09;10122;188;203
989;44,09;315;188;203
990;76,17;9928;24;277
991;73,15;8133;24;275
992;73,15;8843;24;275
993;97,21;4582;116;134
994;56,78;5759;189;232
995;199,79;6407;72;392
996;199,79;5930;72;392
997;54,55;3402;74;483
998;521,31;10058;189;490
999;107,69;6788;188;268
1000;110,82;4391;285;161
1001;158,52;2839;189;280
1002;85,81;6049;189;495
1003;69,49;3221;203;359
1004;69,49;1287;203;359
1005;99,44;5734;285;363
1006;99,44;2144;285;363
1007;37,75;2807;116;364
1008;343,71;6476;188;247
1009;70,02;8250;41;260
1010;61,43;308;108;382
1011;152,5;5923;24;391
1012;510,65;9190;36;179
1013;69,03;3990;188;224
1014;101,96;5690;106;331
1015;99,43;2237;24;386
1016;42,03;7315;210;209
1017;195,24;8288;183;457
1018;40,7;5348;272;80
1019;40,7;8104;272;80
1020;842,14;3133;251;416
1021;172,14;1514;41;519
1022;103,55;7428;144;152
1023;55,43;5827;222;315
1024;123,54;8497;123;494
1025;35;2423;167;306
1026;59,83;8123;272;38
1027;38,28;5171;36;370
1028;75,53;8106;199;85
1029;43,11;3353;9;355
1030;96,8;5441;106;309
1031;198,46;10376;285;67
1032;132,17;10227;64;473
1033;68,11;3270;188;304
1034;48,69;3532;116;268
1035;56,94;6148;24;408
1036;32,1;543;123;178
1037;162,79;8842;24;511
1038;20,55;465;108;346
1039;202,34;5259;137;409
1040;77,85;2359;123;117
1041;92,57;9108;106;311
1042;62,51;4462;188;295
1043;91,86;5186;36;121
1044;185,89;5403;285;146
1045;97,66;26;24;400
1046;125,4;5958;24;400
1047;34,64;176;188;117
1048;135,47;200;137;382
1049;55,58;4167;285;217
1050;408,99;2246;137;40
1051;239,8;7537;285;246
1052;201,3;4360;24;81
1053;47,71;5943;167;265
1054;190,75;7618;36;190
1055;58,69;7565;24;127
1056;42,69;6201;167;309
1057;125,42;6175;116;300
1058;26,68;3728;80;226
1059;172,84;2169;116;376
1060;271,27;5951;116;338
1061;154,36;8015;267;338
1062;117,6;6244;183;458
1063;67,53;176;36;214
1064;66,59;4459;24;364
1065;179,48;10201;137;93
1066;70,91;4388;188;229
1067;65;128;309;357
1068;78,2;9985;24;400
1069;68,37;5813;203;442
1070;139,17;9304;183;410
1071;171,09;7023;189;495
1072;72,36;1910;24;409
1073;72,36;6394;24;409
1074;142,92;98;106;332
1075;383,12;7408;167;413
1076;142,02;6010;41;257
1077;138,31;6018;80;288
1078;52,01;5789;36;241
